,Company,Date Joined,Industry,City,Continent,Year Founded,Funding,Valuation (March) ($B),Select Investors (March),Valuation (November) ($B),Select Investors (November)
651,Mofang Living,2016-04-13,E-commerce & direct-to-consumer,Shanghai,Asia,2009,$650M,3.397312859884837,"Warburg Pincus, Aviation Industry Corporation of China",1.5,"Warburg Pincus, Aviation Industry Corporation of China"
652,Spendesk,2022-01-18,Fintech,Paris,Europe,2015,$314M,3.397312859884837,"Index Ventures, Eight Roads Ventures, General Atlantic",1.5,"Index Ventures, Eight Roads Ventures, General Atlantic"
653,TaxBit,2021-08-04,Fintech,Draper,North America,2018,$236M,1.0,"Insight Partners, Coinbase Ventures, PayPal Ventures",3.1652201257861634,"Insight Partners, Coinbase Ventures, PayPal Ventures"
654,XiaoZhu,2017-11-01,Travel,Beijing,Asia,2012,$572M,3.397312859884837,"Morningside Ventures, Capital Today, JOY Capital",1.5,"Morningside Ventures, Capital Today, JOY Capital"
655,Yijiupi,2018-09-20,Consumer & retail,Beijing,Asia,2014,$511M,1.0,"Source Code Capital, Meituan Dianping, Tencent Holdings",3.1652201257861634,"Source Code Capital, Meituan Dianping, Tencent Holdings"
656,YunQuNa,2021-06-29,"Supply chain, logistics, & delivery",Shanghai,Asia,2015,$207M,3.397312859884837,"Source Code Capital, Coatue Management, DCM Ventures",1.5,"Source Code Capital, Coatue Management, DCM Ventures"
657,Bordrin Motors,2019-06-03,Auto & transportation,Shanghai,Asia,2016,$362M,3.397312859884837,"China Grand Prosperity Investment, CSC Group",1.48,"China Grand Prosperity Investment, CSC Group"
658,Aleo,2022-02-07,Cybersecurity,San Francisco,North America,2019,$228M,3.397312859884837,"Slow Ventures, Andreessen Horowitz, SoftBank Group",1.45,"Slow Ventures, Andreessen Horowitz, SoftBank Group"
659,Coocaa,2018-03-16,Hardware,Shenzhen,Asia,2006,$218M,1.0,"Baidu, Tencent Holdings",3.1652201257861634,"Baidu, Tencent Holdings"
660,Gymshark,2020-08-14,E-commerce & direct-to-consumer,Solihull,Europe,2012,$262M,1.0,General Atlantic,3.1652201257861634,General Atlantic
661,Ouyeel,2019-06-27,Internet software & services,Shanghai,Asia,2015,$432M,1.0,Taigang Venture Capital,3.1652201257861634,Taigang Venture Capital
662,SonderMind,2021-07-28,Health,Denver,North America,2014,$183M,1.0,"Kickstart Fund, General Catalyst, Drive Capital",3.1652201257861634,"Kickstart Fund, General Catalyst, Drive Capital"
663,Astranis Space Technologies,2021-04-14,Mobile & telecommunications,San Francisco,North America,2015,$303M,3.397312859884837,"Refactor Capital, Andreessen Horowitz, Fifty Years Fund",1.4,"Refactor Capital, Andreessen Horowitz, Fifty Years Fund"
664,Away,2019-05-15,E-commerce & direct-to-consumer,New York,North America,2015,$181M,3.397312859884837,"Global Founders Capital, Comcast Ventures, Forerunner Ventures",1.4,"Global Founders Capital, Comcast Ventures, Forerunner Ventures"
665,Cabify,2018-01-22,Auto & transportation,Madrid,Europe,2011,$407M,1.0,"Seaya Ventures, Otter Rock Capital, Rakuten",3.1652201257861634,"Seaya Ventures, Otter Rock Capital, Rakuten"
666,Clarify Health,2022-04-05,Health,San Francisco,North America,2015,$328M,1.0,"KKR, Aspenwood Ventures, Spark Capital",1.4,"KKR, Aspenwood Ventures, Spark Capital"
667,Coda,2021-07-08,Internet software & services,Mountain View,North America,2014,$240M,1.0,"Greylock Partners, General Catalyst, Khosla Ventures",3.1652201257861634,"Greylock Partners, General Catalyst, Khosla Ventures"
668,Degreed,2021-04-13,Edtech,Pleasanton,North America,2012,$318M,3.397312859884837,"Signal Peak Ventures, Owl Ventures, Jump Capital",1.4,"Signal Peak Ventures, Owl Ventures, Jump Capital"
669,Deliverect,2022-01-24,Fintech,Ghent,Europe,2018,$237M,3.397312859884837,"Newion Partners, SmartFin Capital, OMERS Ventures",1.4,"Newion Partners, SmartFin Capital, OMERS Ventures"
670,Envoy,2022-01-11,Internet software & services,San Francisco,North America,2013,$170M,1.0,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital",3.1652201257861634,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital"
671,Epidemic Sound,2021-03-11,Internet software & services,Stockholm,Europe,2009,$509M,1.0,"EQT Partners, Blackstone",1.4,"EQT Partners, Blackstone"
672,Figment,2021-12-20,Internet software & services,Toronto,North America,2018,$165M,1.0,"Bonfire Ventures, Two Sigma Ventures, FJ Labs",3.1652201257861634,"Bonfire Ventures, Two Sigma Ventures, FJ Labs"
673,Firebolt,2022-01-26,Data management and analytics,Tel Aviv,Asia,2019,$264M,1.0,"TLV Partners, Zeev Ventures, Bessemer Venture Partners",1.4,"TLV Partners, Zeev Ventures, Bessemer Venture Partners"
674,Five Star Business Finance,2021-03-26,Other,Chennai,Asia,1984,$456M,3.397312859884837,"Sequoia Capital India, Tiger Global Management, Tencent",1.4,"Sequoia Capital India, Tiger Global Management, Tencent"
675,GupShup,2021-04-08,Internet software & services,San Francisco,North America,2011,$384M,1.0,"Helion Venture Partners, Tiger Global management, CRV",3.1652201257861634,"Helion Venture Partners, Tiger Global management, CRV"
676,Kong,2020-12-31,Internet software & services,San Francisco,North America,2007,$169M,1.0,"New Enterprise Associates, CRV, Index Ventures",1.4,"New Enterprise Associates, CRV, Index Ventures"
677,Koudai,2014-10-23,E-commerce & direct-to-consumer,Beijing,Asia,2010,$368M,3.397312859884837,"New Enterprise Associates, Tiger Global management, Tencent",1.4,"New Enterprise Associates, Tiger Global management, Tencent"
678,Panther Labs,2021-12-02,Cybersecurity,San Francisco,North America,2018,$141M,1.0,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners",3.1652201257861634,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners"
679,Papa,2021-11-04,Health,Miami,North America,2016,$241M,3.397312859884837,"Initialized Capital, Canaan Partners, Sound Ventures",1.4,"Initialized Capital, Canaan Partners, Sound Ventures"
680,Pristyn Care,2021-12-07,Health,Gurugram,Asia,2018,$177M,3.397312859884837,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital",1.4,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital"
681,Rebel Foods,2021-10-07,E-commerce & direct-to-consumer,Pune,Asia,2011,$521M,1.0,"Sequoia Capital India, Lightbox Ventures, Coatue Management",3.1652201257861634,"Sequoia Capital India, Lightbox Ventures, Coatue Management"
682,Salt Security,2022-02-10,Cybersecurity,Palo Alto,North America,2016,$271M,3.397312859884837,"Y Combinator, S Capital, Tenaya Capital",1.4,"Y Combinator, S Capital, Tenaya Capital"
683,Scalable Capital,2021-06-08,Fintech,Munich,Europe,2014,$314M,3.397312859884837,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures",1.4,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures"
684,SparkCognition,2022-01-25,Artificial intelligence,Austin,North America,2013,$286M,1.0,"March Capital Partners, Temasek, Doha Venture Capital",1.4,"March Capital Partners, Temasek, Doha Venture Capital"
685,Stash,2021-02-03,Fintech,New York,North America,2015,$426M,3.397312859884837,"Goodwater Capital, Entree Capital, Valar Ventures",1.4,"Goodwater Capital, Entree Capital, Valar Ventures"
686,Symphony,2017-05-16,Fintech,New York,North America,2014,$511M,3.397312859884837,"BNP Paribas, Goldman Sachs, Google",1.4,"BNP Paribas, Goldman Sachs, Google"
687,Tripledot,2022-02-14,Mobile & telecommunications,London,Europe,2017,$202M,1.0,"Lightspeed Venture Partners, Access Industries, Eldridge",1.4,"Lightspeed Venture Partners, Access Industries, Eldridge"
688,VideoAmp,2021-10-21,Internet software & services,Los Angeles,North America,2014,$382M,1.0,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners",1.4,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners"
689,Yidian Zixun,2017-10-17,Mobile & telecommunications,Beijing,Asia,2013,$151M,3.397312859884837,"Phoenix New Media, Tianjin Haihe Industry Fund",1.4,"Phoenix New Media, Tianjin Haihe Industry Fund"
690,Yotpo,2021-03-18,Internet software & services,New York,North America,2011,$436M,1.0,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital",1.4,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital"
691,Neon,2022-02-14,Fintech,Sao Paulo,South America,2016,$720M,3.397312859884837,"Propel Venture Partners, Monashees+, BBVA",1.38,"Propel Venture Partners, Monashees+, BBVA"
692,Alloy,2021-09-30,Fintech,New York,North America,2015,$156M,1.0,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures",3.1652201257861634,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures"
693,Epirus,2022-02-14,Other,Hawthorne,North America,2018,$287M,1.0,"8VC, Bedrock Capital, Broom Ventures",3.1652201257861634,"8VC, Bedrock Capital, Broom Ventures"
694,Klook,2018-08-07,Travel,Central,Asia,2014,$722M,1.0,"Sequoia Capital China, Goldman Sachs, Matrix Partners China",3.1652201257861634,"Sequoia Capital China, Goldman Sachs, Matrix Partners China"
695,Yaoshibang,2021-06-15,Health,Guangzhou,Asia,2015,$496M,3.397312859884837,"Green Pine Capital Partners, Ivy Capital, DCM Ventures",1.35,"Green Pine Capital Partners, Ivy Capital, DCM Ventures"
696,Signifyd,2021-04-15,Fintech,San Jose,North America,2011,$390M,1.0,"Menlo Ventures, Resolute Ventures, IA Ventures",3.1652201257861634,"Menlo Ventures, Resolute Ventures, IA Ventures"
697,Motorway,2021-11-29,E-commerce & direct-to-consumer,London,Europe,2017,$276M,3.397312859884837,"Marchmont Ventures, BMW i Ventures, Index Ventures",1.33,"Marchmont Ventures, BMW i Ventures, Index Ventures"
698,RIDI,2022-01-24,E-commerce & direct-to-consumer,Seoul,Asia,2008,$178M,3.397312859884837,"Atinum Investment, Company K Partners, GIC",1.33,"Atinum Investment, Company K Partners, GIC"
699,Athletic Greens,2022-01-25,Health,New York,North America,2010,$115M,1.0,"SC.Holdings, Not Boring Capital, Bolt Ventures",3.1652201257861634,"SC.Holdings, Not Boring Capital, Bolt Ventures"
700,GPclub,2018-10-22,Other,Seoul,Asia,2003,$67M,1.0,Goldman Sachs,3.1652201257861634,Goldman Sachs
701,Tongdun Technology,2019-04-25,Cybersecurity,Hangzhou,Asia,2013,$252M,1.0,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co.",1.32,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co."
702,Unisound,2018-07-19,Artificial intelligence,Beijing,Asia,2012,$361M,3.397312859884837,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures",1.31,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures"
703,Betterment,2021-09-29,Fintech,New York,North America,2010,$335M,3.397312859884837,"Bessemer Venture Partners, Menlo Ventures, Anthermis",1.3,"Bessemer Venture Partners, Menlo Ventures, Anthermis"
704,Cava Group,2021-04-27,Other,Washington,North America,2010,$738M,1.0,"SWaN & Legend Ventures, Revolution Growth, Invus Group",1.3,"SWaN & Legend Ventures, Revolution Growth, Invus Group"
705,CoinTracker,2022-01-27,Fintech,San Francisco,North America,2017,$102M,1.0,"Initialized Capital, General Catalyst, Kraken Ventures",1.3,"Initialized Capital, General Catalyst, Kraken Ventures"
706,DistroKid,2021-08-16,Internet software & services,New York,North America,2013,Unknown,3.397312859884837,"Insight Partners, Silversmith Capital Partners, Spotify",1.3,"Insight Partners, Silversmith Capital Partners, Spotify"
707,Domestika,2022-01-27,Internet software & services,Berkeley,North America,2012,$130M,3.397312859884837,"Zeev Ventures, GSV Ventures",1.3,"Zeev Ventures, GSV Ventures"
708,Flock Freight,2021-10-20,"Supply chain, logistics, & delivery",Encinitas,North America,2015,$399M,1.0,"SignalFire, GLP Capital Partners, Google Ventures",3.1652201257861634,"SignalFire, GLP Capital Partners, Google Ventures"
709,InSightec,2020-03-06,Health,Tirat Carmel,Asia,1999,$633M,3.397312859884837,"York Capital Management, GE Healthcare, Koch Disruptive Technologies",1.3,"York Capital Management, GE Healthcare, Koch Disruptive Technologies"
710,Island,2022-03-23,Internet software & services,Dallas,North America,2020,$215M,1.0,"Insight Partners, Sequoia Capital, Stripes Group",3.1652201257861634,"Insight Partners, Sequoia Capital, Stripes Group"
711,iTrustCapital,2022-01-11,Fintech,Long Beach,North America,2018,$128M,1.0,"Left Lane Capital, Walden Venture Capital",1.3,"Left Lane Capital, Walden Venture Capital"
712,Konfio,2021-09-29,Fintech,Mexico City,North America,2013,$378M,3.397312859884837,"Kaszek Ventures, QED Investors, International Finance Corporation",1.3,"Kaszek Ventures, QED Investors, International Finance Corporation"
713,LinkTree,2022-03-16,Internet software & services,Melbourne,Oceania,2016,$166M,3.397312859884837,"AirTree Ventures, Insight Partners, Index Ventures",1.3,"AirTree Ventures, Insight Partners, Index Ventures"
714,Loadsmart,2022-02-01,"Supply chain, logistics, & delivery",New York,North America,2014,$336M,1.0,"Chromo Invest, Maersk Growth, BlackRock",3.1652201257861634,"Chromo Invest, Maersk Growth, BlackRock"
715,Lukka,2022-01-14,Fintech,New York,North America,2014,$201M,1.0,"Liberty City Ventures, Soros Fund Management, Summer Capital",3.1652201257861634,"Liberty City Ventures, Soros Fund Management, Summer Capital"
716,Manner,2020-12-24,Other,Shanghai,Asia,2015,$10M,3.397312859884837,"Coatue Management, H Capital, Capital Today",1.3,"Coatue Management, H Capital, Capital Today"
717,The Brandtech Group,2019-11-19,Other,New York,North America,2015,$610M,1.0,Undisclosed,1.3,Undisclosed
718,TravelPerk,2022-01-12,Travel,Barcelona,Europe,2015,$408M,1.0,"LocalGlobe, Kinnevik, Felix Capital",1.3,"LocalGlobe, Kinnevik, Felix Capital"
719,YugaByte,2021-10-28,Data management & analytics,Sunnyvale,North America,2016,$291M,1.0,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures",1.3,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures"
720,Intercom,2018-03-27,Internet software & services,San Francisco,North America,2011,$241M,1.0,"FirstMark Capital, Tiger Global Management",1.28,"FirstMark Capital, Tiger Global Management"
721,OVO Energy,2019-02-14,Other,Bristol,Europe,2009,$324M,1.0,"Mitsubishi Corporation, Mayfair Equity Partners",1.28,"Mitsubishi Corporation, Mayfair Equity Partners"
722,BigID,2020-12-16,Cybersecurity,New York,North America,2015,$246M,3.397312859884837,"BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners",1.25,"BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners"
723,CaptivateIQ,2022-01-26,Fintech,San Francisco,North America,2014,$165M,3.397312859884837,"Sequoia Capital, Y Combinator, Accel",1.25,"Sequoia Capital, Y Combinator, Accel"
724,Flipdish,2022-01-13,Internet software & services,Dublin,Europe,2015,$157M,1.0,"Tencent Holdings, Tiger Global Management, Global Founders Capital",3.1652201257861634,"Tencent Holdings, Tiger Global Management, Global Founders Capital"
725,Honor Technology,2021-10-05,Internet software & services,San Francisco,North America,2014,$325M,3.397312859884837,"Andreessen Horowitz, Prosus Ventures, Thrive Capital",1.25,"Andreessen Horowitz, Prosus Ventures, Thrive Capital"
726,Incode Technologies,2021-12-07,Cybersecurity,San Francisco,North America,2015,$257M,3.397312859884837,"Dila Capital, Framework Ventures, 3L",1.25,"Dila Capital, Framework Ventures, 3L"
727,Kuaikan Manhua,2017-12-01,Internet software & services,Beijing,Asia,2014,$594M,3.397312859884837,"Sequoia Capital China, CMC Capital Partners, Tencent Holdings",1.25,"Sequoia Capital China, CMC Capital Partners, Tencent Holdings"
728,Marshmallow,2021-09-08,Fintech,London,Europe,2017,$116M,1.0,"Passion Capital, Hedosophia, Outrun Ventures",1.25,"Passion Capital, Hedosophia, Outrun Ventures"
729,Mythical Games,2021-11-04,Internet software & services,Sherman Oaks,North America,2018,$260M,1.0,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group",3.1652201257861634,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group"
730,Route,2022-01-21,"Supply chain, logistics, & delivery",Lehi,North America,2018,$482M,3.397312859884837,"Madrona Venture Group, Banner Ventures, FJ Labs",1.25,"Madrona Venture Group, Banner Ventures, FJ Labs"
731,Tackle.io,2021-12-21,Internet software & services,Boise,North America,2016,$148M,1.0,"Andreessen Horowitz, Bessemer Venture Partners, Coatue Management",3.1652201257861634,"Andreessen Horowitz, Bessemer Venture Partners, Coatue Management"
732,Nexii,2021-09-08,Other,Vancouver,North America,2020,$45M,3.397312859884837,"Trane Technologies, Honeywell",1.23,"Trane Technologies, Honeywell"
733,GalaxySpace,2020-11-17,Mobile & telecommunications,Beijing,Asia,2016,$14M,1.0,"Shunwei Capital Partners, 5Y Capital, Legend Capital",3.1652201257861634,"Shunwei Capital Partners, 5Y Capital, Legend Capital"
734,Insider,2022-02-28,Internet software & services,Istanbul,Europe,2012,$167M,1.0,"Wamda Capital, Endeavor, Riverwood Capital",1.22,"Wamda Capital, Endeavor, Riverwood Capital"
735,Spiber,2021-09-08,Other,Tsuruoka,Asia,2007,$520M,3.397312859884837,"Cool Japan Fund, JAFCO, The Carlyle Group",1.22,"Cool Japan Fund, JAFCO, The Carlyle Group"
736,Ada Support,2021-05-07,Artificial intelligence,Toronto,North America,2016,$191M,3.397312859884837,"Version One Ventures, Bessemer Venture Partners, FirstMark Capital",1.2,"Version One Ventures, Bessemer Venture Partners, FirstMark Capital"
737,AgentSync,2021-12-07,Fintech,Denver,North America,2018,$111M,3.397312859884837,"Craft Ventures, Caffeinated Capital, Operator Collective",1.2,"Craft Ventures, Caffeinated Capital, Operator Collective"
738,Alation,2021-06-03,Internet software & services,Redwood City,North America,2012,$192M,1.0,"Costanoa Ventures, Data Collective, Salesforce Ventures",3.1652201257861634,"Costanoa Ventures, Data Collective, Salesforce Ventures"
739,BigPanda,2022-01-12,Artificial intelligence,Mountain View,North America,2012,$317M,1.0,"Advent International, Battery Ventures, Sequoia Capital Israel",3.1652201257861634,"Advent International, Battery Ventures, Sequoia Capital Israel"
740,CarDekho,2021-10-13,E-commerce & direct-to-consumer,Jaipur,Asia,2008,$448M,1.0,"Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management",1.2,"Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management"
